"Title","URL","Resource type","Citation","Year","Number"
"Integrated Rice-based Farming Systems for
 Enhancing Climate Resilience and Profitability in Eastern India","https://www.researchgate.net/publication/328199799_Integrated_Rice-based_Farming_Systems_for_Enhancing_Climate_Resilience_and_Profitability_in_Eastern_India","Research paper","Poonam et al.","2018","1"
"Collective action and water management in
the Moche and Virú valleys of the peruvian coast","http://www.scielo.org.mx/scielo.php?pid=S0301-70362020000100077&script=sci_arttext&tlng=en
","Journal article","Portugal","2020","1"
"High Impact Weather Events In the Andes","https://www.frontiersin.org/articles/10.3389/feart.2020.00162/full","Report","Poveda et al.","2020","1"
"Scaling Up Risk Insurance In The Asia-Pacific Region: Issues And Way Forward","https://www.researchgate.net/publication/267473396_Scaling_Up_Risk_Insurance_In_The_Asia-Pacific_Region_Issues_And_Way_Forward","Journal","Prabhakar et al.","2014","1"
"Vulnerability to climate change and economic impacts in the agriculture sector in Latin America and the Caribbean","https://publications.iadb.org/publications/english/document/Vulnerability-to-Climate-Change-and-Economic-Impacts-in-the-Agriculture-Sector-in-Latin-America-and-the-Caribbean.pdf","Journal article","Prager et al.","2020","1"
"Land Degradation in South Asia","http://www.sacep.org/pdf/News-Letter/Top-Stories/2016/March/2016-03-30/Land-Degradation-in-South-Asia.pdf","Report","Priyankari","2016","1"
"Hydrological impacts of climate change on rice cultivated riparian wetlands in the Upper Meghna River Basin (Bangladesh and India).","https://www.tandfonline.com/doi/abs/10.1080/02626667.2019.1676427","Journal article","Rahman et al.","2019","1"
"Agricultural Innovation in Developing East Asia Productivity, Safety, and Sustainability","https://openknowledge.worldbank.org/bitstream/handle/10986/36690/9781464816819.pdf?sequence=1","World Bank Report","Rajalahti","2021","1"
"UN Report Concerned About Hunger and Food Insecurity in Latin America and the Caribbean.","https://www.indepthnews.net/index.php/sustainability/covid-19/4994-un-report-concerned-about-hunger-and-food-insecurity-in-latin-america-and-the-caribbean","UN Report","Ramachandran","2022","1"
"Global alterations in areas of suitability for maize production from climate change and using a mechanistic species distribution model (CLIMEX)","https://www.nature.com/articles/s41598-017-05804-0","Journal article","Ramirez-Cabral et al.","2017","1"
"Land Reform in the Era of Global Warming—Can
Land Reforms Help Agriculture Be Climate-Smart?","https://www.mdpi.com/2073-445X/9/12/471","Journal article","Rampa et al.","2020","1"
"Socio-Economic Implications of COVID-19 Pandemic in South Asia: Emerging Risks and Growing Challenges","https://doi.org/10.3389/fsoc.2021.629693","Journal","Rasu et al.","2021","1"
"Current and Future Challenges and Opportunities for Livestock Farming in West Africa: Perspectives from the Case of Senegal","https://www.mdpi.com/2073-4395/12/8/1818/pdf?version=1659256266","Journal article","Rasu et al.","2022","2"
"Soil degradation and environment quality in South Asia","https://www.researchgate.net/publication/228420002_Soil_degradation_and_environment_quality_in_South_Asia","Journal","Rattan","2009","1"
"Technological Gap Analyses of MENA and Southern African Countries’ Agricultural Productivity","https://www.researchgate.net/publication/329530615_Technological_Gap_Analyses_of_Mena_and_Southern_African_Countries'_Agricultural_Productivity","Journal article","Raufu et al.","2018","1"
"Is small-scale agriculture really the main driver of deforestation in the Peruvian Amazon? Moving beyond the prevailing narrative.","https://www.cifor.org/knowledge/publication/6123/","Journal article","Ravikumar et al.","2016","1"
"Natural Resource Governance in Asia","https://www.sciencedirect.com/book/9780323857291/natural-resource-governance-in-asia","Book","Raza et al.","2021","1"
"Building Climate Resilience in Latin America and the Caribbean : The World Food Programme's Experience","https://www.wfp.org/publications/building-climate-resilience-latin-america-and-caribbean-world-food-programmes","WFP publication","RBP PPM and Climate Change Unit","2021","1"
"Rain Fed Rice Agriculture under Climate Variability in Southeast Asia: The Case of Thailand","https://www.researchgate.net/publication/283577965_Rain_Fed_Rice_Agriculture_under_Climate_Variability_in_Southeast_Asia_The_Case_of_Thailand","Journal article","Reda et al.","2015","1"
"Rice in Southeast Asia: facing risks and vulnerabilities to respond to climate change","https://www.researchgate.net/publication/291798219_Rice_in_Southeast_Asia_facing_risks_and_vulnerabilities_to_respond_to_climate_change","Journal article","Redfern","2012","1"
"Impacto del FEN deja hasta la fecha 20 fallecidos y 8729 damnificados","http://www.redhum.org/noticia_detail/impacto-del-fen-deja-hasta-la-fecha-20-fallecidos-y-8729-damnificados-57412","Report","Redhum","2016","1"
"The impact of flooding on food security across Africa","https://www.pnas.org/doi/10.1073/pnas.2119399119","Journal article","Reed et al .","2022","1"
"Effects of Climate Change on Exposure to Coastal Flooding in Latin America and the Caribbean","https://dx.doi.org/10.1371%2Fjournal.pone.0133409","Article","Reguero et al.","2015","1"
"Southern voices on climate policy choices Analysis of and lessons learned from civil society advocacy on climate change","https://pubs.iied.org/sites/default/files/pdfs/migrate/10032IIED.pdf","Report","Reid et al.","2012","1"
"Reliefweb","https://reliefweb.int/report/india/climate-change-displacement-and-managed-retreat-coastal-india","website article","Reliefweb","2020","1"
"Climate Adaptation in Asia: Knowledge Gaps and Research Issues in South East Asia","https://www.preventionweb.net/files/8126_ClimateAdaptationSEASept081.pdf","Report","Resurreccion et al.","2008","1"
"Blueberry Production in Chile: Current Status and 
Future Developments","https://www.researchgate.net/publication/267336634_Blueberry_production_in_Chile_Current_status_and_future_developments
","Journal article","Retamales et al.","2014","1"
"Climate change impacts in Latin America and the Caribbean and their implications for development","https://link.springer.com/article/10.1007/s10113-015-0854-6","Journal article","Reyer et al.","2015","1"
"Kenyan tea is made with heat and water: how will climate change influence its yield?","https://iopscience.iop.org/article/10.1088/1748-9326/ab70be","Journal article","Rigden et al.","2020","1"
"Climate Change Impacts on Agriculture in Latin 
America and the Caribbean: An Application of the Integrated Economic-Environmental Modeling (IEEM) Platform","http://www.iadb.org","IDB Report","Rios et al.","2021","1"
"The persistent threat of emerging plant disease pandemics to global food security","https://doi.org/10.1073%2Fpnas.2022239118","Journal","Ristaino et al.","2021","1"
"A Decade of Hydrological Drought in
Central-Western Argentina","https://www.frontiersin.org/articles/10.3389/frwa.2021.640544/full
","Journal article","Rivera et al.","2021","1"
"Climate change and livestock: Impacts, adaptation, and mitigation","https://www.sciencedirect.com/science/article/pii/S221209631730027X","Journal","Rojas","2017","1"
"Climate change and livestock: Impacts, adaptation, and mitigation","https://www.sciencedirect.com/science/article/pii/S221209631730027X","Journal article","Rojas-Downing et al.","2017","1"
"Land Restoration in Latin America and the Caribbean: An Overview of Recent, Ongoing and Planned Restoration Initiatives and Their Potential for Climate Change Mitigation.","https://www.researchgate.net/publication/333820370_Land_Restoration_in_Latin_America_and_the_Caribbean_An_Overview_of_Recent_Ongoing_and_Planned_Restoration_Initiatives_and_Their_Potential_for_Climate_Change_Mitigation","Journal","Romjin et al.","2019","1"
"Adapting agriculture to climate change via sustainable irrigation: biophysical potentials and feedbacks","https://iopscience.iop.org/article/10.1088/1748-9326/ac7408","Journal","Rosa","2022","1"
"Determinants of Livelihood Diversification Under Environmental Change in Coastal Community of Bangladesh","https://journals.sagepub.com/doi/pdf/10.1177/1018529120946159","Journal","Roy and Basu","2020","1"
"Small and Medium-Sized Enterprises, Blended Finance, and Climate Change in Sub-Saharan Africa","https://www.csis.org/analysis/small-and-medium-sized-enterprises-blended-finance-and-climate-change-sub-saharan-africa","Center for Strategic and International Studies (CSIS) Report.","Runde et al .","2021","1"
"Climate change and maize yield in southern Africa: what can farm management do?","https://doi.org/10.1111/gcb.13061","Journal article","Rurinda et al.","2015","1"
"Leaching losses from Kenyan maize cropland receiving different rates of nitrogen fertilizer.","https://doi.org/10.1007/s10705-017-9852-z","Article","Russo et al.","2017","1"
"Improving literacy in Africa","https://www.globalpartnership.org/blog/improving-literacy-africa","Report","Rémy Habou","2017","1"
"Synergy of climate change and local pressures on saltwater intrusion in coastal urban areas: effective adaptation for policy planning","https://www.tandfonline.com/doi/pdf/10.1080/02508060.2018.1434957?needAccess=true","Journal article","Safi et al.","2018","1"
"Climate Change and root crop production in Ghana","https://www.researchgate.net/publication/255652525_Climate_Change_and_Root_Crop_Production_in_Ghana","Report","Sagoe","2006","1"
"Costs and benefits of climate-smart agriculture: The case of the Dry Corridor in Guatemala","https://www.sciencedirect.com/science/article/pii/S0308521X16301160","Journal article","Sain et al.","2017","1"
"Emerging and Re-emerging Potato Diseases in the Andes","https://www.researchgate.net/publication/225529713_Emerging_and_Re-emerging_Potato_Diseases_in_the_Andes","Report","Salazar","2006","1"
"Latin America Maize Project","https://www.google.com.www.ars.usda.gov%2FARSUserFiles%2F50301000%2F","Report","Salhuana et al.","1997","1"
"Reconciling irrigation demands for agricultural expansion with environmental sustainability - A preliminary assessment for the Ica Valley, Peru","https://www.sciencedirect.com/science/article/pii/S0959652620335897
","Journal article","Salmoral et al.","2020","1"
"The economics of climate change in Latin America and the Caribbean: Paradoxes and challenges","https://repositorio.cepal.org/bitstream/handle/11362/37056/4/S1420806_en.pdf","ECLAC Publication","Samaniego","2014","1"
"Soil Fertility Replenishment in Africa: An Investment in Natural Resource Capital","https://www.agronomy.org/publications/books/pdfs/sssaspecialpubl/replenishingsoi/1","Journal article","Sanchez et al.","1997","1"
"Identification of new dual-purposed barley genotypes for the MENA region.","https://repo.mel.cgiar.org/handle/20.500.11766/12596","Report","Sanchez-Garcia","2021","1"
"Root and Tuber Crops (Cassava, Yam, Potato and Sweet Potato)","https://www.afdb.org/fileadmin/uploads/afdb/Documents/Events/DakAgri2015/Root_and_Tuber_Crops__Cassava__Yam__Potato_and_Sweet_Potato_.pdf","report","Sanginga","2015","1"
"A Methodological Framework for Comparative Land Governance Research in Latin America and the Caribbean .","https://publications.iadb.org/publications/english/document/A-Methodological-Framework-for-Comparative-Land-Governance-Research-in-Latin-America-and-the-Caribbean.pdf","IDB Report","Sanjak et al.","2016","1"
"FARMERS FACE UP TO CLIMATE RISKS IN SOUTH ASIA","https://www.preventionweb.net/news/farmers-face-climate-risks-south-asia","Report","Sanjeet Bagcchi","2020","1"
"Trends in Land Degradation in Latin America and the Caribbean, the role of climate change EN: Climate and Land Degradation World Meteorological Organization. Ginebra.","https://www.uchile.cl/documentos/trends-in-land-degradation-in-latin-america-and-the-caribbean-the-role-of-climate-change_84623_2_3503.doc","Journal","Santibáñez and Santibáñez","2007","1"
"Cyclones batter South Asia as Indian Ocean heats up","https://www.thethirdpole.net/en/climate/cyclones-south-asia/","Report","Sarkar","2020","1"
"Climate Vulnerability in Rainfed Farming: Analysis from Indian watershed. Sustainability.","https://mdpi-res.com/d_attachment/sustainability/sustainability-10-03357/article_deploy/sustainability-10-03357.pdf?version=1537368816","Report","Sathyan et al.","2018","1"
"Assessing the Impact of ENSO on Agriculture Over Africa Using Earth Observation Data","https://www.frontiersin.org/articles/10.3389/fsufs.2020.509914/full","journal","Sazib et al.","2020","1"
"Contributions of lateral flow and groundwater to the spatio-temporal variation of irrigated rice yields and water productivity in a West-African inland valley","https://www.sciencedirect.com/science/article/abs/pii/S0378377415000232","Journal article","Schmitter et al.","2015","1"
"Rice production and food security in Asian Mega deltas—A review on characteristics, vulnerabilities and agricultural adaptation options to cope with climate change","https://onlinelibrary.wiley.com/doi/full/10.1111/jac.12415","Journal article","Schneider et al.","2020","1"
"Outlook on Climate Change Adaptation in the Tropical Andes mountains. Mountain Adaptation Outlook Series.
","https://gridarendal-website-live.s3.amazonaws.com/production/documents/:s_document/19/original/Andes_screen.pdf?1483646261",,"Schoolmeester et al.","2016","1"
"From Challenges to Sustainable Solutions
for Upland Agriculture in Southeast Asia (in Sustainable Land Use and Rural Development in Southeast Asia: Innovations and Policies for Mountainous Areas)","https://www.researchgate.net/publication/236980579_From_Challenges_to_Sustainable_Solutions_for_Upland_Agriculture_in_Southeast_Asia","Book","Schreinemachers et al.","2013","1"
